JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Human Resources,Female,51,5,PhD,Administration,3,69265,3607
Graphic Designer,Female,55,1,College,Administration,1,74018,5346
Marketing Associate,Female,64,5,PhD,Sales,5,68659,4094
Human Resources,Female,64,3,High School,Engineering,2,146378,9421
Financial Analyst,Male,57,2,High School,Engineering,3,106895,7423
IT,Male,30,3,PhD,Engineering,1,64064,3880
Manager,Male,65,3,High School,Sales,1,125398,3850
Marketing Associate,Female,34,5,High School,Operations,3,125199,5698
Human Resources,Male,58,3,PhD,Marketing,2,125928,6267
Software Engineer,Female,45,3,High School,Administration,2,121515,9252
Software Engineer,Female,57,1,Masters,Sales,1,57392,9101
Sales Associate,Female,34,5,Masters,Finance,4,124870,4769
Marketing Associate,Female,46,5,PhD,Administration,1,134404,7896
Sales Associate,Male,62,1,Masters,Marketing,3,125405,3655
Financial Analyst,Female,21,4,Masters,Sales,3,75907,8628
IT,Female,54,4,Masters,Management,2,113062,3947
Marketing Associate,Female,34,3,Masters,Operations,2,96922,9357
IT,Female,26,3,PhD,Administration,1,93856,9916
Marketing Associate,Female,26,4,Masters,Administration,1,130850,9709
Software Engineer,Female,59,5,PhD,Engineering,4,73459,7476
Financial Analyst,Male,42,3,PhD,IT,4,53812,4807
Graphic Designer,Female,35,3,High School,Management,2,97648,8093
Financial Analyst,Male,31,1,College,Sales,1,92793,8071
Human Resources,Male,23,5,PhD,Finance,1,95203,8314
Software Engineer,Male,21,3,College,Engineering,1,121147,3146
Human Resources,Male,36,5,High School,Finance,5,119774,7860
IT,Female,41,3,High School,IT,5,141048,5715
Marketing Associate,Female,61,2,College,Engineering,4,60157,4848
IT,Female,63,1,College,Administration,4,76360,8630
Human Resources,Female,33,2,High School,Sales,1,70125,8243
Software Engineer,Male,37,2,High School,Marketing,1,124430,5467
Financial Analyst,Female,37,3,PhD,Administration,1,60174,8951
Software Engineer,Female,29,5,College,Management,3,134812,9546
Human Resources,Female,22,2,College,Engineering,1,143804,8425
Financial Analyst,Female,56,5,High School,Engineering,3,122418,6088
Financial Analyst,Male,54,4,PhD,Engineering,3,120684,7095
Human Resources,Male,33,4,High School,Finance,3,144565,4970
Sales Associate,Male,23,5,High School,Operations,2,128799,7675
IT,Female,48,3,Masters,Management,1,121946,5251
IT,Female,44,4,College,Management,4,108774,4617
IT,Female,45,2,PhD,Engineering,2,79066,5895
Software Engineer,Female,50,5,High School,Administration,2,100317,5159
Manager,Male,61,2,College,Operations,1,75340,7237
Marketing Associate,Female,48,3,Masters,Operations,2,96937,5275
Manager,Female,21,4,College,Engineering,3,112447,7579
Software Engineer,Female,39,3,Masters,Finance,2,112021,6128
Human Resources,Male,24,2,Masters,Finance,2,98348,7691
Human Resources,Male,62,4,PhD,Management,3,108106,6156
IT,Male,42,3,High School,Management,5,138486,9283
Financial Analyst,Female,31,3,High School,Marketing,4,113831,9571
Graphic Designer,Female,57,1,High School,Sales,2,91999,3460
Human Resources,Female,22,3,PhD,IT,3,111212,3957
IT,Female,48,1,High School,IT,2,104903,6980
IT,Female,51,5,PhD,Management,5,111713,9225
IT,Male,60,4,Masters,Sales,4,100581,4669
Sales Associate,Male,57,4,College,Marketing,1,111303,4515
Sales Associate,Female,51,1,High School,Finance,4,119244,6048
Sales Associate,Male,31,1,High School,Finance,4,113576,7334
Financial Analyst,Female,39,2,Masters,Operations,4,85498,8754
Human Resources,Male,49,1,Masters,Operations,4,96585,5522
Financial Analyst,Male,51,5,Masters,Engineering,5,122521,4167
IT,Female,32,3,Masters,Engineering,4,109788,4018
Graphic Designer,Female,40,2,Masters,Administration,2,88377,4558
Sales Associate,Female,30,5,College,Management,5,55153,3053
Human Resources,Female,28,4,College,Sales,1,137944,9847
Financial Analyst,Male,62,5,Masters,IT,1,53983,6215
IT,Female,25,3,College,Administration,4,82926,6861
IT,Male,59,4,PhD,Operations,5,60664,5255
Sales Associate,Male,55,2,PhD,IT,1,136888,7035
Sales Associate,Male,34,2,High School,IT,1,147198,8717
Sales Associate,Female,50,1,PhD,Engineering,2,85929,7479
Manager,Male,39,1,PhD,Operations,3,74381,6652
Graphic Designer,Female,65,3,Masters,Administration,5,71576,8525
Human Resources,Male,23,1,PhD,Engineering,3,269881,16384
Financial Analyst,Female,31,2,Masters,IT,3,395586,17965
Financial Analyst,Male,62,4,High School,Marketing,1,375844,22833
Sales Associate,Male,47,4,College,Finance,5,287433,19273
Marketing Associate,Male,56,4,Masters,Management,5,418505,24225
